plant species,plant family,plant genus,additional information,community studied,literature source 1,link 1,literature source 2,link 2,literature source 3,link 3,reference,class,subclass,order,alliance,suballiance,community,continent/region,country,location name,decimal longitude,absolute latitude,decimal latitude,altitude [meters above sea level],year of the  data collection,mean yearly air temperature in degrees Celsius,January - mean monthly temp. [degrees Celsius],February - mean monthly temp. [degrees Celsius],March - mean monthly temp. [degrees Celsius],April - mean monthly temp. [degrees Celsius],May - mean monthly temp. [degrees Celsius],June - mean monthly temp. [degrees Celsius],July - mean monthly temp. [degrees Celsius],August - mean monthly temp. [degrees Celsius],September - mean monthly temp. [degrees Celsius],October - mean monthly temp. [degrees Celsius],November - mean monthly temp. [degrees Celsius],December - mean monthly temp. [degrees Celsius],total yearly  pecipitation in mm,January - total precipitation,February - total precipitation,March - total precipitation,April - total precipitation,May - total precipitation,June - total precipitation,July - total precipitation,August - total precipitation,September - total precipitation,October - total precipitation,November - total precipitation,December - total precipitation,flowering start,flowering end,flowering peak,flowering peak 2 (if occured),flowering lenght,total number of plants per m^2,total number of trees examined,total number of flowers per m^2,total number of inflorescenses per m^2,total number of flowers per m^2 of crown surface,total number of inflorescenses per m^2 of crown surface,total number of flowers per a single tree,total number of flowers per plant,total number of inflorescenses per a single tree,total number of inflorescenses per plant,tree age,mean number of flowering flowers per m^2 per day,peak number of flowering flowers per m^2,flower longevity [days],total nectar in µg per flower,total nectar in µL per flower,nectar in µg/flower/day ,nectar in µL/flower/day ,nectar in µg/inflorescence/day ,sugar concentration % in nectar,total sugar in µg per flower,sugar in µg/flower/day,total sugar in mg per inflorescence,sugar in µg/inflorescence/day,sugar yield in kg/ha per 1 year,sugar yield in g per tree per 1 year,sugar yield in g per 1 m^3 of the tree crown,honey yield in kg/ha per 1 year,honey yield from 1 flower in mg per 1 year,honey yield in g per 1 m^3 of the tree crown,honey yield in kg/tree per 1 year,total pollen yield per 1 year in kg/ha,total pollen yield per 1 year in kg per a single tree,total pollen yield per 1 year in number of grains per a single tree,total pollen in µg/flower,total pollen in µL/flower,total pollen per flower (the number of grains),total pollen in µg/inflorescence,total pollen in µL/inflorescence,total pollen in µg/plant/year,total pollen in number of grains per inflorescence,pollen in µg/flower/day ,pollen in µL/flower/day ,pollen in µL/inflorescence/day ,yearly pollen yield in number of grains per m^2 of the  crown,yearly pollen yield in g per 1 m^3 of the tree crown
Salix purpurea,Salicaceae,Salix,males,natural phytocenosis (ruderal),Koter 1987,http://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-b0649489-3c1d-4657-b37b-6bf7bda051c2,,,,,"Koter, M. 1987. Nektarowanie i wydajność pyłkowa wybranych gatunków i mieszańców wierzb (Salix L.) [Nectar secretion and pollen productiveness of several species and hybrids of willow (Salix L.]. Pszczelnicze Zeszyty Naukowe [Journal of Apicultural Science]. 31, pp. 131-154",,,,,,,Europe,Poland,Puławy,22,51.4,51.4,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,96,110,102,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,11000,,,,,,,,1.7
Salix purpurea,Salicaceae,Salix,males,natural phytocenosis (ruderal),Koter 1987,http://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-b0649489-3c1d-4657-b37b-6bf7bda051c2,,,,,"Koter, M. 1987. Nektarowanie i wydajność pyłkowa wybranych gatunków i mieszańców wierzb (Salix L.) [Nectar secretion and pollen productiveness of several species and hybrids of willow (Salix L.]. Pszczelnicze Zeszyty Naukowe [Journal of Apicultural Science]. 31, pp. 131-154",,,,,,,Europe,Poland,Puławy,22,51.4,51.4,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,102,118,110,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,13900,,,,,,,,2.3
Salix purpurea,Salicaceae,Salix,males,natural phytocenosis (ruderal),Koter 1987,http://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-b0649489-3c1d-4657-b37b-6bf7bda051c2,,,,,"Koter, M. 1987. Nektarowanie i wydajność pyłkowa wybranych gatunków i mieszańców wierzb (Salix L.) [Nectar secretion and pollen productiveness of several species and hybrids of willow (Salix L.]. Pszczelnicze Zeszyty Naukowe [Journal of Apicultural Science]. 31, pp. 131-154",,,,,,,Europe,Poland,Puławy,22,51.4,51.4,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,111,127,118,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,14200,,,,,,,,2.3
Salix repens agg.,Salicaceae,Salix,modelled values,modelled,Baude et al. 2015a,https://catalogue.ceh.ac.uk/documents/6c6d3844-e95a-4f84-a12e-65be4731e934,Baude et al. 2015b,https://catalogue.ceh.ac.uk/documents/69402002-1676-4de9-a04e-d17e827db93c,,,"Baude, M., Kunin, Memmott, J. 2015. Flower density values of common British plant species [AgriLand] AND Baude, M., Kunin, Memmott, J. 2015. Nectar sugar values of common British plant species [AgriLand].",,,,,,,Europe,United Kingdom,Bristol area,-2.59,51.45,51.45,,2011-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1206.59,,,,,,,,,,,,,,,,,,,,,
Salix repens agg.,Salicaceae,Salix,modelled values,modelled,Baude et al. 2016,https://www.nature.com/articles/nature16532,,,,,"Baude, M., Kunin, W. E., Boatman, M. D., Conyers, S., Davies, N., Gillespie, M. A. K., Morton, R. D., Smart, S. M., Memmott, J. 2016. Historical nectar assessment reveals the fall and rise of Britain in bloom. Nature, pp. 85-88.",,,,,,,Europe,United Kingdom,Bristol area,-2.59,51.45,51.45,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,91,151,120,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix reticulata,Salicaceae,Salix,female flowers,natural phytocenosis (various or unknown phytocenoses),Totland & Peeters 1999,http://bora.uib.no/handle/1956/2578,,,,,"Totland, O., Peeters, L. 1999. Wind to insect pollination ratios and floral traits in five alpine Salix species. Canadian Journal of Botany. 77, pp. 556-563.",,,,,,,Europe,Norway,Hardangervidda,7.41,60.05,60.05,1275,1997,,,,,,,,,,,,,,1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix reticulata,Salicaceae,Salix,male flowers,natural phytocenosis (various or unknown phytocenoses),Totland & Peeters 1999,http://bora.uib.no/handle/1956/2578,,,,,"Totland, O., Peeters, L. 1999. Wind to insect pollination ratios and floral traits in five alpine Salix species. Canadian Journal of Botany. 77, pp. 556-563.",,,,,,,Europe,Norway,Hardangervidda,7.41,60.05,60.05,1275,1997,,,,,,,,,,,,,,1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix Smithiana,Salicaceae,Salix,males,field experiment,Koter 1987,http://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-b0649489-3c1d-4657-b37b-6bf7bda051c2,,,,,"Koter, M. 1987. Nektarowanie i wydajność pyłkowa wybranych gatunków i mieszańców wierzb (Salix L.) [Nectar secretion and pollen productiveness of several species and hybrids of willow (Salix L.]. Pszczelnicze Zeszyty Naukowe [Journal of Apicultural Science]. 31, pp. 131-154",,,,,,,Europe,Poland,Puławy,22,51.4,51.4,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,93,109,102,,17,,,,,,,,,,,,,,,330,,,,,50,16,,4.5,,,,9.6,,,4.9,,,,,44,,,9800,,,,,,,,2.1
Salix Smithiana,Salicaceae,Salix,males,field experiment,Koter 1987,http://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-b0649489-3c1d-4657-b37b-6bf7bda051c2,,,,,"Koter, M. 1987. Nektarowanie i wydajność pyłkowa wybranych gatunków i mieszańców wierzb (Salix L.) [Nectar secretion and pollen productiveness of several species and hybrids of willow (Salix L.]. Pszczelnicze Zeszyty Naukowe [Journal of Apicultural Science]. 31, pp. 131-154",,,,,,,Europe,Poland,Puławy,22,51.4,51.4,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,109,121,115,,13,,,,,,,,,,,,,,,1760,,,,,20,51,,14.3,,,,3.1,,,4.9,,,,,50,,,11200,,,,,,,,2.4
Salix Smithiana,Salicaceae,Salix,males,field experiment,Koter 1987,http://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-b0649489-3c1d-4657-b37b-6bf7bda051c2,,,,,"Koter, M. 1987. Nektarowanie i wydajność pyłkowa wybranych gatunków i mieszańców wierzb (Salix L.) [Nectar secretion and pollen productiveness of several species and hybrids of willow (Salix L.]. Pszczelnicze Zeszyty Naukowe [Journal of Apicultural Science]. 31, pp. 131-154",,,,,,,Europe,Poland,Puławy,22,51.4,51.4,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,106,120,112,,15,,,,,,,,,,,,,,,600,,,,,50,33,,9.2,,,,2,,,4.9,,,,,56,,,12500,,,,,,,,2.7
Salix Smithiana,Salicaceae,Salix,males,field experiment,Koter 1987,http://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-b0649489-3c1d-4657-b37b-6bf7bda051c2,,,,,"Koter, M. 1987. Nektarowanie i wydajność pyłkowa wybranych gatunków i mieszańców wierzb (Salix L.) [Nectar secretion and pollen productiveness of several species and hybrids of willow (Salix L.]. Pszczelnicze Zeszyty Naukowe [Journal of Apicultural Science]. 31, pp. 131-154",,,,,,,Europe,Poland,Puławy,22,51.4,51.4,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,87,100,96,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,13400,,,,,,,,2.9
Salix spp.,Salicaceae,Salix,data collected in the literature search in 2017-2018,unknown,Pamminger et al. 2019,https://peerj.com/articles/6329/,,,,,"Pamminger, T., Becker, R., Himmelreich, S., Schneider, Ch. W., Bergtold, M. 2019. The nectar report: Quantitative review of nectar sugar concentrations offered by bee visited flowers in agricultural and non-agricultural landscapes. PeerJ. 7, pp. E6329.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix trianda,Salicaceae,Salix,males,natural phytocenosis (ruderal),Koter 1987,http://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-b0649489-3c1d-4657-b37b-6bf7bda051c2,,,,,"Koter, M. 1987. Nektarowanie i wydajność pyłkowa wybranych gatunków i mieszańców wierzb (Salix L.) [Nectar secretion and pollen productiveness of several species and hybrids of willow (Salix L.]. Pszczelnicze Zeszyty Naukowe [Journal of Apicultural Science]. 31, pp. 131-154",,,,,,,Europe,Poland,Kazimierz Dolny,22,51.3,51.3,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,104,119,111,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,3700,,,,,,,,1.3
Salix trianda,Salicaceae,Salix,males,natural phytocenosis (ruderal),Koter 1987,http://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-b0649489-3c1d-4657-b37b-6bf7bda051c2,,,,,"Koter, M. 1987. Nektarowanie i wydajność pyłkowa wybranych gatunków i mieszańców wierzb (Salix L.) [Nectar secretion and pollen productiveness of several species and hybrids of willow (Salix L.]. Pszczelnicze Zeszyty Naukowe [Journal of Apicultural Science]. 31, pp. 131-154",,,,,,,Europe,Poland,Kazimierz Dolny,22,51.3,51.3,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,118,134,124,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,4700,,,,,,,,1.6
Salix trianda,Salicaceae,Salix,males,natural phytocenosis (ruderal),Koter 1987,http://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-b0649489-3c1d-4657-b37b-6bf7bda051c2,,,,,"Koter, M. 1987. Nektarowanie i wydajność pyłkowa wybranych gatunków i mieszańców wierzb (Salix L.) [Nectar secretion and pollen productiveness of several species and hybrids of willow (Salix L.]. Pszczelnicze Zeszyty Naukowe [Journal of Apicultural Science]. 31, pp. 131-154",,,,,,,Europe,Poland,Kazimierz Dolny,22,51.3,51.3,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,5300,,,,,,,,1.8
Salix trianda,Salicaceae,Salix,males,natural phytocenosis (ruderal),Koter 1987,http://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-b0649489-3c1d-4657-b37b-6bf7bda051c2,,,,,"Koter, M. 1987. Nektarowanie i wydajność pyłkowa wybranych gatunków i mieszańców wierzb (Salix L.) [Nectar secretion and pollen productiveness of several species and hybrids of willow (Salix L.]. Pszczelnicze Zeszyty Naukowe [Journal of Apicultural Science]. 31, pp. 131-154",,,,,,,Europe,Poland,Kazimierz Dolny,22,51.3,51.3,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,116,131,123,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,5900,,,,,,,,2
Salix x multinervis,Salicaceae,Salix,male flowers,natural phytocenosis (heathland),Moquet et al. 2015,https://link.springer.com/article/10.1007/s10841-015-9802-5,,,,,"Moquet, L., Mayer, C., Michez, D., Wathelet, B., Jacquemart, A. L. 2015. Early spring floral foraging resources for pollinators in wet heathlands in Belgium. Journal of Insect Conservation. 19, pp. 837-848.",,,,,,,Europe,Belgium,Upper Ardenne,5.73,50.23,50.23,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix x multinervis,Salicaceae,Salix,female flowers,natural phytocenosis (heathland),Moquet et al. 2015,https://link.springer.com/article/10.1007/s10841-015-9802-5,,,,,"Moquet, L., Mayer, C., Michez, D., Wathelet, B., Jacquemart, A. L. 2015. Early spring floral foraging resources for pollinators in wet heathlands in Belgium. Journal of Insect Conservation. 19, pp. 837-848.",,,,,,,Europe,Belgium,Upper Ardenne,5.73,50.23,50.23,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Salsola vermiculata,Amaranthaceae,Salsola,population 1,natural phytocenosis (Mediterranean marsh),Fernandez-Illescas et al. 2010,https://www.tandfonline.com/doi/full/10.1080/00173134.2010.522728,,,,,"Fernandez-Illeskaz, F., Nieva, F. J. J., Marquez-Garcia, B., Munoz-Rodriguez, A. F. 2010. Pollen production in halophytic species of the Chenopodiaceae in a Mediterranean marsh. Grana. 49, pp. 300-307.",,,,,,"Pucinellio maritimae–Arthrocnemetum perennis, Cistancho phelipaeae–Arthrocnemetum fruticosi & Inulo crithmoidis–Arthrocnemetum macrostachyi Fontes ",Europe,Spain,Marismas del Odiel Natural Park,-6.97,37.21,37.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49742,,,,,,,,,
Salsola vermiculata,Amaranthaceae,Salsola,population 2,natural phytocenosis (various or unknown phytocenoses),Ramirez & Ornelas 2010,http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0366-21282010000200005,,,,,"Ramirez, M. M., Ornelas, J. F. 2010. Pollination and nectar production of Psittacanthus schiedeanus (Loranthaceae) in Central Veracruz, Mexico. Boletin de la Sociedad Botanica de Mexico. 87, pp. 61-67.",,,,,,"Pucinellio maritimae–Arthrocnemetum perennis, Cistancho phelipaeae–Arthrocnemetum fruticosi & Inulo crithmoidis–Arthrocnemetum macrostachyi Fontes ",Europe,Spain,Marismas del Odiel Natural Park,-6.97,37.21,37.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56102,,,,,,,,,
Salvia canariensis,Lamiaceae,Salvia,,unknown,Keasar & Shmida 2009,https://www.tandfonline.com/doi/abs/10.1560/IJPS.57.1-2.49,,,,,"Keasar, T., Shmida, A. 2009. An evaluation of Israeli forestry trees and shrubs as potential forage plants for bees. Israel Journal of Plant Sciences. 57, pp. 49-64.",,,,,,,Asia,Israel,,34.82,31.05,31.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,,,,,,,,1.33,,2.52,,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvia dominicana,Lamiaceae,Salvia,,natural phytocenosis (various or unknown phytocenoses),Dafni 1991,https://www.actahort.org/books/288/288_55.htm,,,,,"Dafni, A. 1991. Advertisement, flower longevity, reward and nectar protection in Labiatae. Acta Horticulturae. 288, pp. 340-346.",,,,,,,Asia,Israel,,34.82,31.05,31.05,250,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,1.9,,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvia fruticosa,Lamiaceae,Salvia,,natural phytocenosis (various or unknown phytocenoses),Dafni 1991,https://www.actahort.org/books/288/288_55.htm,,,,,"Dafni, A. 1991. Advertisement, flower longevity, reward and nectar protection in Labiatae. Acta Horticulturae. 288, pp. 340-346.",,,,,,,Asia,Israel,,34.82,31.05,31.05,250,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,7.2,,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvia fruticosa,Lamiaceae,Salvia,,botanical garden,Dafni et al. 1988,https://www.tandfonline.com/doi/abs/10.1080/00218839.1988.11100788,,,,,"Dafni, H., Lensky, Y., Fahn, A. 1988. Flower and nectar characteristics of nine species of Labiatae and their influence on honeybee visits. Journal of Apicultural Research. 27, pp. 103-114.",,,,,,,Asia,Israel,Mount Scopus,35.24,31.79,31.79,,1984-1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,,,,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvia fruticosa,Lamiaceae,Salvia,data collected in the literature search in 2017-2018,unknown,Pamminger et al. 2019,https://peerj.com/articles/6329/,,,,,"Pamminger, T., Becker, R., Himmelreich, S., Schneider, Ch. W., Bergtold, M. 2019. The nectar report: Quantitative review of nectar sugar concentrations offered by bee visited flowers in agricultural and non-agricultural landscapes. PeerJ. 7, pp. E6329.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvia glutinosa,Lamiaceae,Salvia,,botanical garden,Masierowska & Krzysiak 2000,http://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-article-f8bffa93-0a50-430a-b1d2-1e6e2fe37a65?q=bwmeta1.element.agro-number-5bfe9aaf-785c-40c6-bf49-2c2a51978b48;21&qt=CHILDREN-STATELESS,,,,,"Masierowska, M. Krzysiak, K. 2000. The preliminary studies on flowering biology and melliferous value of three perennial species from Lamiaceae family. Pszczelnicze Zeszyty Naukowe [Journal of Apicultural Science]. 44, pp. 245-253.",,,,,,,Europe,Poland,Lublin,22.49,51.27,51.27,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,166,273,,,108,,,16240,,,,,361,,,,,,1.5,6220,,,,,50.6,2780,,,,451,,,,,,,,,,,,,,,,,,,,,
Salvia hierosolymitana,Lamiaceae,Salvia,,natural phytocenosis (various or unknown phytocenoses),Dafni 1991,https://www.actahort.org/books/288/288_55.htm,,,,,"Dafni, A. 1991. Advertisement, flower longevity, reward and nectar protection in Labiatae. Acta Horticulturae. 288, pp. 340-346.",,,,,,,Asia,Israel,,34.82,31.05,31.05,250,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,8.1,,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvia hierosolymitana,Lamiaceae,Salvia,,botanical garden,Dafni et al. 1988,https://www.tandfonline.com/doi/abs/10.1080/00218839.1988.11100788,,,,,"Dafni, H., Lensky, Y., Fahn, A. 1988. Flower and nectar characteristics of nine species of Labiatae and their influence on honeybee visits. Journal of Apicultural Research. 27, pp. 103-114.",,,,,,,Asia,Israel,Mount Scopus,35.24,31.79,31.79,,1984-1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.31,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvia hierosolymitana,Lamiaceae,Salvia,data collected in the literature search in 2017-2018,unknown,Pamminger et al. 2019,https://peerj.com/articles/6329/,,,,,"Pamminger, T., Becker, R., Himmelreich, S., Schneider, Ch. W., Bergtold, M. 2019. The nectar report: Quantitative review of nectar sugar concentrations offered by bee visited flowers in agricultural and non-agricultural landscapes. PeerJ. 7, pp. E6329.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvia judaica,Lamiaceae,Salvia,,natural phytocenosis (various or unknown phytocenoses),Dafni 1991,https://www.actahort.org/books/288/288_55.htm,,,,,"Dafni, A. 1991. Advertisement, flower longevity, reward and nectar protection in Labiatae. Acta Horticulturae. 288, pp. 340-346.",,,,,,,Asia,Israel,,34.82,31.05,31.05,250,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,0.8,,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvia judaica,Lamiaceae,Salvia,,botanical garden,Dafni et al. 1988,https://www.tandfonline.com/doi/abs/10.1080/00218839.1988.11100788,,,,,"Dafni, H., Lensky, Y., Fahn, A. 1988. Flower and nectar characteristics of nine species of Labiatae and their influence on honeybee visits. Journal of Apicultural Research. 27, pp. 103-114.",,,,,,,Asia,Israel,Mount Scopus,35.24,31.79,31.79,,1984-1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,,,,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvia judaica,Lamiaceae,Salvia,data collected in the literature search in 2017-2018,unknown,Pamminger et al. 2019,https://peerj.com/articles/6329/,,,,,"Pamminger, T., Becker, R., Himmelreich, S., Schneider, Ch. W., Bergtold, M. 2019. The nectar report: Quantitative review of nectar sugar concentrations offered by bee visited flowers in agricultural and non-agricultural landscapes. PeerJ. 7, pp. E6329.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvia nemerosa,Lamiaceae,Salvia,,natural phytocenosis (meadow),Nicoleta 2008,http://libmast.utm.my/Record/doaj-art-cefc73096f97448e8cb87f9b9fe8f9e8,,,,,"Nicoleta, I. 2008. Research regarding the melliferous characteristics of labiates from xerophile meadows from Danube Valley. Zootehnie şi Biotehnologii. 41, pp. 312-318.",,,,,,,Europe,Romania,"Mânăstirea, Călăraşi County",-26.9,44.2,44.2,,2003-2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,28288,,,,,1664,,,,,,3,600,,,,,69.5,,,,,,,,434.8,,,,,,,,,,,,,,,,,,
Salvia nemorosa,Lamiaceae,Salvia,,field experiment,Demianowicz et al. 1960,https://docplayer.pl/21245021-Zeszyty-wydajnosc-miodowa-wazniejszych-roslin-miododajnych-w-warunkach-polski-czesc-i-wstep.html,,,,,"Demianowicz, Z., Hłyń, M., Jabłoński, B., Maksymiuk, I., Podgórska, J., Ruszkowska, B., Szklanowska, K., Zimna, J. 1960. Wydajność miodowa ważniejszych roślin miododajnych w warunkach Polski. Część I [The honey yield of main honey plants in polish conditions. Part I] Pszczelnicze Zeszyty Naukowe [Journal of Apicultural Science]. 4, pp. 87-104",,,,,,,Europe,Poland,Skierniewice,20.1,52,52,,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,139910,,,,,,,,,,,2,,,270,,,46.7,,126,,,,,,441,,,,,,,,,,,,,,,,,,
Salvia nemorosa,Lamiaceae,Salvia,,field experiment,Demianowicz et al. 1960,https://docplayer.pl/21245021-Zeszyty-wydajnosc-miodowa-wazniejszych-roslin-miododajnych-w-warunkach-polski-czesc-i-wstep.html,,,,,"Demianowicz, Z., Hłyń, M., Jabłoński, B., Maksymiuk, I., Podgórska, J., Ruszkowska, B., Szklanowska, K., Zimna, J. 1960. Wydajność miodowa ważniejszych roślin miododajnych w warunkach Polski. Część I [The honey yield of main honey plants in polish conditions. Part I] Pszczelnicze Zeszyty Naukowe [Journal of Apicultural Science]. 4, pp. 87-104",,,,,,,Europe,Poland,Skierniewice,20.1,52,52,,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,92387,,,,,,,,,,,2,,,340,,,59.4,,202,,,,,,467,,,,,,,,,,,,,,,,,,
Salvia nemorosa,Lamiaceae,Salvia,collected from 38 publications and the existed databases,unknown,Ion et al. 2018,https://content.sciendo.com/view/journals/jas/62/2/article-p149.xml?language=en,,,,,"Ion, N., Odoux, J.-F., Vaissiere, B. E. 2018. Melliferous potential of weedy herbaceous plants in crop fields of Romania from 1949 to 2012. Journal of Apicultural Science. 62, pp. 149-165.",,,,,,,Europe,Romania,,24.8,45.6,45.6,,1942-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13700,,,,,,,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,
Salvia nemorosa,Lamiaceae,Salvia,,field experiment,Jabłoński 1968,https://docplayer.pl/193238854-Wydajnosc-miodowa-wazniejszych-roslin-miododajnych-w-warunkach-polski-czesc-oddzial-pszczelnictwa-i-s-wstep.html,,,,,"Jabłoński, B. (1968). Wydajność miodowa ważniejszych roślin miododajnych w warunkach Polski. Część IV [Honey potential of the major honey-producing plants in Poland. Part IV]. Pszczel. Zesz. Nauk. [Journal Apic. Sci., 12, 117–126.",,,,,,,Europe,Poland,Skierniewice,20.16,51.9547,51.95,128,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,,60100,,,,,,,,,,,2,,,280,,,57.9,,160,,,,,,,,,,,,,,,,,,,,,,,,
Salvia nemorosa,Lamiaceae,Salvia,,field experiment,Jabłoński 1968,https://docplayer.pl/193238854-Wydajnosc-miodowa-wazniejszych-roslin-miododajnych-w-warunkach-polski-czesc-oddzial-pszczelnictwa-i-s-wstep.html,,,,,"Jabłoński, B. (1968). Wydajność miodowa ważniejszych roślin miododajnych w warunkach Polski. Część IV [Honey potential of the major honey-producing plants in Poland. Part IV]. Pszczel. Zesz. Nauk. [Journal Apic. Sci., 12, 117–126.",,,,,,,Europe,Poland,Skierniewice,20.16,51.9547,51.95,128,1957-1964,,,,,,,,,,,,,,,,,,,,,,,,,,,161,213,181,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvia nemorosa,Lamiaceae,Salvia,,natural phytocenosis (various or unknown phytocenoses),Raine & Chittka 2007,https://www.academia.edu/13248880/Nectar_Production_Rates_of_75_Bumblebee-visited_Flower_Species_in_a_German_Flora_Hymenoptera_Apidae_Bombus_terrestris_,,,,,"Raine, N., Chittka, L. 2007. Nectar production rates of 75 bumblebee-visited flower species in a German flora (Hymenoptera: Apidae: Bombus terrestris). Entomologia Generalis. 30, pp. 191-192.",,,,,,,Europe,Germany,Wurzburg,10,49.79,49.79,,1999-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,,,,,,,,,,,,,,,,,,,,,,,,
